Price,Address,Prop_type,Size,Bath,Bed
 850 €  /  Monthly  ," Porto -   Porto, Bonfim  ",Store,  90 m2 ,1,  -- 
 840 €  /  Monthly  ," Porto -   Gondomar, Gondomar (São Cosme), Valbom e Jovim  ",Condo/Apartment,  121 m2 ,2,  3 
 3 500 €  /  Monthly  ," Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Others - Commercial,  80 m2 ,4,  -- 
 600 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Gulpilhares e Valadares  ",Store,  99 m2 ,2,  -- 
 350 €  /  Monthly  ," Porto -   Paredes, Paredes  ",Others - Commercial,  140 m2 ,0,  -- 
 950 €  /  Monthly  ," Porto -   Porto, Bonfim  ",Business Office,  117 m2 ,0,  0 
 1 200 €  /  Monthly  ," Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Business Office,  62 m2 ,0,  -- 
 2 000 €  /  Monthly  ," Porto -   Paços de Ferreira, Carvalhosa  ",Store,  480 m2 ,1,  -- 
 850 €  /  Monthly  ," Porto -   Póvoa de Varzim, Póvoa de Varzim, Beiriz e Argivai  ",Condo/Apartment,  120 m2 ,2,  3 
 150 €  /  Monthly  ," Porto -   Paredes, Sobreira  ",Land,  -- m2 ,0,  -- 
 2 800 €  /  Monthly  ," Porto -   Maia, Vila Nova da Telha  ",Land,  7000 m2 ,0,  -- 
 1 550 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Store,  255 m2 ,1,  -- 
 2 000 €  /  Monthly  ," Porto -   Trofa, Bougado (São Martinho e Santiago)  ",Store,  203 m2 ,2,  -- 
 500 €  /  Monthly  ," Porto -   Valongo, Ermesinde  ",Store,  108 m2 ,2,  -- 
 1 450 €  /  Monthly  ," Porto -   Matosinhos, Perafita, Lavra e Santa Cruz do Bispo  ",Condo/Apartment,  126 m2 ,3,  3 
 600 €  /  Monthly  ," Porto -   Paredes, Gandra  ",Store,  88 m2 ,0,  -- 
 500 €  /  Monthly  ," Porto -   Santo Tirso, Aves  ",Store,  100 m2 ,0,  -- 
 160 €  /  Monthly  ," Porto -   Trofa, Bougado (São Martinho e Santiago)  ",Store,  24 m2 ,0,  -- 
 400 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Store,  142 m2 ,1,  -- 
 1 000 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Others - Commercial,  200 m2 ,1,  -- 
 1 800 €  /  Monthly  ," Porto -   Matosinhos, São Mamede de Infesta e Senhora da Hora  ",Store,  138 m2 ,2,  -- 
 1 200 €  /  Monthly  ," Porto -   Matosinhos, São Mamede de Infesta e Senhora da Hora  ",Store,  134 m2 ,1,  -- 
 500 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Store,  110 m2 ,2,  -- 
 820 €  /  Monthly  ," Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Business Office,  124 m2 ,0,  -- 
 2 000 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Store,  164 m2 ,2,  -- 
 1 600 €  /  Monthly  ," Porto -   Porto, Lordelo do Ouro e Massarelos  ",Business Office,  107 m2 ,1,  -- 
 500 €  /  Monthly  ," Porto -   Baião, Campelo e Ovil  ",Store,  98 m2 ,0,  -- 
 500 €  /  Monthly  ," Porto -   Baião, Gove  ",Store,  147 m2 ,0,  -- 
 2 500 €  /  Monthly  ," Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Store,  90 m2 ,0,  -- 
 690 €  /  Monthly  ," Porto -   Porto, Lordelo do Ouro e Massarelos  ",Business Office,  65 m2 ,1,  0 
 1 000 €  /  Monthly  ," Porto -   Matosinhos, São Mamede de Infesta e Senhora da Hora  ",Store,  103 m2 ,2,  -- 
 45 €  /  Monthly  ," Porto -   Amarante, Amarante (São Gonçalo), Madalena, Cepelos e Gatão  ",Garage,  14 m2 ,0,  -- 
 950 €  /  Monthly  ," Porto -   Matosinhos, São Mamede de Infesta e Senhora da Hora  ",Others - Commercial,  45 m2 ,1,  -- 
 550 €  /  Monthly  ," Porto -   Valongo, Valongo  ",Store,  80 m2 ,2,  -- 
 1 950 €  /  Monthly  ," Porto -   Porto, Ramalde  ",Condo/Apartment,  133 m2 ,3,  3 
 1 500 €  /  Monthly  ," Porto -   Santo Tirso, Vila Nova do Campo  ",House,  90 m2 ,0,  2 
 2 750 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Gulpilhares e Valadares  ",House,  291 m2 ,5,  4 
 200 €  /  Monthly  ," Porto -   Póvoa de Varzim, Póvoa de Varzim, Beiriz e Argivai  ",Business Office,  15 m2 ,0,  -- 
 225 €  /  Monthly  ," Porto -   Póvoa de Varzim, Póvoa de Varzim, Beiriz e Argivai  ",Business Office,  19 m2 ,0,  -- 
 225 €  /  Monthly  ," Porto -   Póvoa de Varzim, Póvoa de Varzim, Beiriz e Argivai  ",Business Office,  16 m2 ,0,  -- 
 285 €  /  Monthly  ," Porto -   Póvoa de Varzim, Póvoa de Varzim, Beiriz e Argivai  ",Business Office,  31 m2 ,0,  -- 
 1 000 €  /  Monthly  ," Porto -   Porto, Paranhos  ",Store,  108 m2 ,1,  -- 
 60 000 €  /  Monthly  ," Porto -   Paredes, Lordelo  ",Sale of Business,  84 m2 ,0,  -- 
 750 €  /  Monthly  ," Porto -   Paredes, Astromil  ",Land,  -- m2 ,0,  -- 
 750 €  /  Monthly  ," Porto -   Gondomar, Rio Tinto  ",Store,  244 m2 ,2,  -- 
 1 000 €  /  Monthly  ," Porto -   Porto, Ramalde  ",Store,  169 m2 ,2,  0 
 860 €  /  Monthly  ," Porto -   Gondomar, Gondomar (São Cosme), Valbom e Jovim  ",Condo/Apartment,  94 m2 ,2,  2 
 2 000 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Store,  100 m2 ,1,  -- 
 350 €  /  Monthly  ," Porto -   Matosinhos, Matosinhos e Leça da Palmeira  ",Business Office,  23 m2 ,1,  -- 
 870 €  /  Monthly  ," Porto -   Gondomar, Gondomar (São Cosme), Valbom e Jovim  ",Condo/Apartment,  119 m2 ,4,  3 
 500 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Store,  100 m2 ,1,  -- 
 1 310 €  /  Monthly  ," Porto -   Póvoa de Varzim, Póvoa de Varzim, Beiriz e Argivai  ",Store,  190 m2 ,1,  -- 
 2 700 €  /  Monthly  ," Porto -   Valongo, Ermesinde  ",Warehouse,  463 m2 ,2,  0 
 4 200 €  /  Monthly  ," Porto -   Gondomar, Gondomar (São Cosme), Valbom e Jovim  ",Building,  1162 m2 ,0,  -- 
 450 €  /  Monthly  ," Porto -   Paredes, Baltar  ",Store,  371 m2 ,3,  -- 
 650 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  ",Store,  84 m2 ,0,  -- 
 365 €  /  Monthly  ," Porto -   Maia, Cidade da Maia  ",Business Office,  28 m2 ,2,  0 
 250 €  /  Monthly  ," Porto -   Maia, Águas Santas  ",Others - Commercial,  14 m2 ,0,  -- 
 2 100 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Warehouse,  555 m2 ,0,  -- 
 2 800 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Warehouse,  839 m2 ,0,  -- 
 3 500 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Warehouse,  966 m2 ,0,  -- 
 4 200 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Warehouse,  1150 m2 ,0,  -- 
 700 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Business Office,  167 m2 ,0,  -- 
 700 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Store,  199 m2 ,0,  -- 
 700 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Store,  147 m2 ,0,  -- 
 980 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Business Office,  288 m2 ,0,  -- 
 450 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Store,  97 m2 ,0,  -- 
 4 100 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Land,  4100 m2 ,0,  -- 
 400 €  /  Monthly  ," Porto -   Santo Tirso, Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães  ",Business Office,  85 m2 ,1,  -- 
 1 500 €  /  Monthly  ," Porto -   Marco de Canaveses, Marco  ",Others - Commercial,  450 m2 ,0,  -- 
 1 700 €  /  Monthly  ," Porto -   Maia, Moreira  ",Store,  452 m2 ,2,  -- 
 2 500 €  /  Monthly  ," Porto -   Valongo, Ermesinde  ",Warehouse,  385 m2 ,2,  -- 
 500 €  /  Monthly  ," Porto -   Matosinhos, São Mamede de Infesta e Senhora da Hora  ",Store,  81 m2 ,0,  0 
 250 €  /  Monthly  ," Porto -   Gondomar, Gondomar (São Cosme), Valbom e Jovim  ",Business Office,  17 m2 ,1,  -- 
 700 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Store,  100 m2 ,1,  -- 
 800 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Store,  89 m2 ,1,  -- 
 950 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Store,  120 m2 ,1,  -- 
 425 €  /  Monthly  ," Porto -   Penafiel, Penafiel  ",Business Office,  62 m2 ,0,  -- 
 700 €  /  Monthly  ," Porto -   Matosinhos, São Mamede de Infesta e Senhora da Hora  ",Store,  90 m2 ,0,  -- 
 2 250 €  /  Monthly  ," Porto -   Vila do Conde, Guilhabreu  ",Land,  11946 m2 ,0,  -- 
 550 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Avintes  ",Store,  106 m2 ,1,  -- 
 225 €  /  Monthly  ," Porto -   Paços de Ferreira, Freamunde  ",Store,  50 m2 ,0,  -- 
 300 €  /  Monthly  ," Porto -   Paços de Ferreira, Freamunde  ",Store,  50 m2 ,0,  -- 
 500 €  /  Monthly  ," Porto -   Gondomar, Gondomar (São Cosme), Valbom e Jovim  ",Business Office,  10 m2 ,2,  -- 
 500 €  /  Monthly  ," Porto -   Gondomar, Gondomar (São Cosme), Valbom e Jovim  ",Business Office,  12 m2 ,2,  -- 
 500 €  /  Monthly  ," Porto -   Gondomar, Gondomar (São Cosme), Valbom e Jovim  ",Business Office,  11 m2 ,2,  -- 
 650 €  /  Monthly  ," Porto -   Maia, Pedrouços  ",Store,  110 m2 ,1,  -- 
 500 €  /  Monthly  ," Porto -   Penafiel, Penafiel  ",Land,  5900 m2 ,0,  -- 
 350 €  /  Monthly  ," Porto -   Felgueiras, Torrados e Sousa  ",Store,  75 m2 ,1,  -- 
 1 500 €  /  Monthly  ," Porto -   Maia, Águas Santas  ",Warehouse,  494 m2 ,0,  -- 
 400 €  /  Monthly  ," Porto -   Paredes, Beire  ",Others - Commercial,  303 m2 ,0,  -- 
 1 200 €  /  Monthly  ," Porto -   Porto, Lordelo do Ouro e Massarelos  ",Business Office,  86 m2 ,2,  -- 
 1 200 €  /  Monthly  ," Porto -   Porto, Lordelo do Ouro e Massarelos  ",Business Office,  97 m2 ,0,  -- 
 10 000 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Pedroso e Seixezelo  ",Store,  2454 m2 ,6,  -- 
 5 337 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Mafamude e Vilar do Paraíso  ",Warehouse,  1186 m2 ,0,  0 
 350 €  /  Monthly  ," Porto -   Matosinhos, Custóias, Leça do Balio e Guifões  ",Store,  47 m2 ,1,  -- 
 950 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Store,  104 m2 ,1,  -- 
 800 €  /  Monthly  ," Porto -   Matosinhos, Matosinhos e Leça da Palmeira  ",Business Office,  110 m2 ,2,  -- 
 400 €  /  Monthly  ," Porto -   Lousada, Caíde de Rei  ",Others - Commercial,  100 m2 ,0,  -- 
 300 €  /  Monthly  ," Porto -   Baião, Campelo e Ovil  ",Business Office,  50 m2 ,1,  -- 
 850 €  /  Monthly  ," Porto -   Matosinhos, São Mamede de Infesta e Senhora da Hora  ",Store,  60 m2 ,1,  -- 
 1 500 €  /  Monthly  ," Porto -   Matosinhos, Perafita, Lavra e Santa Cruz do Bispo  ",Store,  154 m2 ,5,  -- 
 2 000 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Canidelo  ",Land,  3670 m2 ,0,  -- 
 2 200 €  /  Monthly  ," Porto -   Porto, Bonfim  ",Store,  241 m2 ,2,  -- 
 300 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Store,  100 m2 ,0,  -- 
 1 500 €  /  Monthly  ," Porto -   Santo Tirso, Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães  ",Store,  310 m2 ,2,  -- 
 350 €  /  Monthly  ," Porto -   Santo Tirso, Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães  ",Store,  89 m2 ,0,  -- 
 500 €  /  Monthly  ," Porto -   Penafiel, Paço de Sousa  ",Warehouse,  162 m2 ,0,  -- 
 150 €  /  Monthly  ," Porto -   Paredes, Aguiar de Sousa  ",Land,  7492 m2 ,0,  -- 
 100 €  /  Monthly  ," Porto -   Paredes, Recarei  ",Land,  1300 m2 ,0,  -- 
 300 €  /  Monthly  ," Porto -   Felgueiras, Sendim  ",Others - Commercial,  2105 m2 ,0,  -- 
 400 €  /  Monthly  ," Porto -   Paredes, Sobreira  ",Store,  154 m2 ,3,  -- 
 3 000 €  /  Monthly  ," Porto -   Póvoa de Varzim, Póvoa de Varzim, Beiriz e Argivai  ",Building,  941 m2 ,0,  -- 
 1 200 €  /  Monthly  ," Porto -   Marco de Canaveses, Marco  ",Store,  161 m2 ,0,  -- 
 350 €  /  Monthly  ," Porto -   Paredes, Lordelo  ",Store,  46 m2 ,1,  -- 
 350 €  /  Monthly  ," Porto -   Penafiel, Penafiel  ",Land,  1400 m2 ,0,  -- 
 2 000 €  /  Monthly  ," Porto -   Porto, Bonfim  ",Business Office,  150 m2 ,2,  -- 
 250 €  /  Monthly  ," Porto -   Santo Tirso, Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães  ",Land,  2450 m2 ,0,  -- 
 850 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Store,  157 m2 ,0,  -- 
 1 500 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Gulpilhares e Valadares  ",Store,  92 m2 ,0,  -- 
 1 155 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Gulpilhares e Valadares  ",Store,  115 m2 ,0,  -- 
 1 090 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Gulpilhares e Valadares  ",Store,  109 m2 ,0,  -- 
 450 €  /  Monthly  ," Porto -   Paços de Ferreira, Paços de Ferreira  ",Store,  132 m2 ,1,  -- 
 2 000 €  /  Monthly  ," Porto -   Matosinhos, Matosinhos e Leça da Palmeira  ",Store,  117 m2 ,1,  -- 
 5 000 €  /  Monthly  ," Porto -   Porto, Lordelo do Ouro e Massarelos  ",Business Office,  245 m2 ,0,  -- 
 300 €  /  Monthly  ," Porto -   Amarante, Amarante (São Gonçalo), Madalena, Cepelos e Gatão  ",Land,  30400 m2 ,0,  -- 
 750 €  /  Monthly  ," Porto -   Felgueiras, Macieira da Lixa e Caramos  ",Store,  294 m2 ,1,  -- 
 2 000 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Warehouse,  700 m2 ,0,  -- 
 2 500 €  /  Monthly  ," Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Store,  136 m2 ,1,  0 
 1 000 €  /  Monthly  ," Porto -   Vila Nova de Gaia, Serzedo e Perosinho  ",Land,  1034 m2 ,0,  0 
 700 €  /  Monthly  ," Porto -   Póvoa de Varzim, Póvoa de Varzim, Beiriz e Argivai  ",Store,  130 m2 ,0,  0 
 600 €  /  Monthly  ," Porto -   Penafiel, Rio Mau  ",Warehouse,  613 m2 ,0,  0 
 250 €  /  Monthly  ," Porto -   Penafiel, Rio Mau  ",Store,  18 m2 ,0,  0 
 250 €  /  Monthly  ," Porto -   Penafiel, Rio Mau  ",Store,  22 m2 ,0,  0 
 350 €  /  Monthly  ," Porto -   Paredes, Paredes  ",Business Office,  96 m2 ,0,  0 
 600 €  /  Monthly  ," Porto -   Santo Tirso, Roriz  ",Warehouse,  240 m2 ,0,  0 
 730 €  /  Monthly  ," Porto -   Matosinhos, Perafita, Lavra e Santa Cruz do Bispo  ",Business Office,  104 m2 ,0,  0 
 735 €  /  Monthly  ," Porto -   Matosinhos, Perafita, Lavra e Santa Cruz do Bispo  ",Business Office,  105 m2 ,0,  0 
 850 €  /  Monthly  ," Porto -   Matosinhos, Perafita, Lavra e Santa Cruz do Bispo  ",Business Office,  120 m2 ,0,  0 
 730 €  /  Monthly  ," Porto -   Matosinhos, Perafita, Lavra e Santa Cruz do Bispo  ",Business Office,  104 m2 ,0,  0 
 450 €  /  Monthly  ," Porto -   Porto, Campanhã  ",Store,  83 m2 ,0,  0 
 700 €  /  Monthly  ," Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória  ",Store,  148 m2 ,0,  0 
 250 €  /  Monthly  ," Porto -   Penafiel, Rio Mau  ",Store,  17 m2 ,0,  0 
 3 200 €  /  Monthly  ," Porto -   Maia, Castêlo da Maia  ",Business Office,  491 m2 ,0,  0 
 2 100 €  /  Monthly  ," Porto -   Maia, Castêlo da Maia  ",Business Office,  245 m2 ,0,  0 
 1 500 €  /  Monthly  ," Porto -   Felgueiras, Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure  ",Warehouse,  500 m2 ,0,  0 
 800 €  /  Monthly  ," Porto -   Maia, Vila Nova da Telha  ",Land,  9000 m2 ,0,  0 
 700 €  /  Monthly  ," Porto -   Porto, Campanhã  ",Store,  76 m2 ,0,  0 
 450 €  /  Monthly  ," Porto -   Felgueiras, Vila Fria e Vizela (São Jorge)  ",Store,  210 m2 ,0,  0 
 700 €  /  Monthly  ," Porto -   Paredes, Paredes  ",Store,  295 m2 ,0,  0 
 250 €  /  Monthly  ," Porto -   Paredes, Paredes  ",Store,  27 m2 ,0,  0 
 3 000 €  /  Monthly  ," Porto -   Vila do Conde, Vilar e Mosteiró  ",Warehouse,  362 m2 ,0,  0 
 600 €  /  Monthly  ," Porto -   Vila do Conde, Vila do Conde  ",Business Office,  49 m2 ,0,  0 
 600 €  /  Monthly  ," Porto -   Vila do Conde, Vila do Conde  ",Business Office,  49 m2 ,0,  0 
 800 €  /  Monthly  ," Porto -   Porto, Bonfim  ",Store,  197 m2 ,0,  0 
 1 000 €  /  Monthly  ," Porto -   Paredes, Recarei  ",Store,  241 m2 ,0,  0 
 5 000 €  /  Monthly  ," Porto -   Maia, Castêlo da Maia  ",Business Office,  979 m2 ,0,  0 
 400 €  /  Monthly  ," Porto -   Paredes, Rebordosa  ",Store,  88 m2 ,0,  0 
 1 750 €  /  Monthly  ," Porto -   Porto, Ramalde  ",Warehouse,  364 m2 ,4,  0 
 10 000 €  /  Monthly  ," Porto -   Vila do Conde, Fornelo e Vairão  ",Land,  280000 m2 ,0,  0 
 350 €  /  Monthly  ," Porto -   Paredes, Lordelo  ",Store,  124 m2 ,0,  0 
 76 516 €  /  Monthly  ," Porto -   Matosinhos, Custóias, Leça do Balio e Guifões  ",Land,  76516 m2 ,0,  0 
 700 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Condo/Apartment,  70 m2 ,  1 ,  2 
 350 €  /  Monthly  ," Lisboa -   Amadora, Falagueira - Venda Nova  ",Store,  20 m2 ,  0 ,  -- 
 1 750 €  /  Monthly  ," Lisboa -   Loures, Sacavém e Prior Velho  ",Condo/Apartment,  123 m2 ,  2 ,  3 
 950 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  ",Condo/Apartment,  115 m2 ,  2 ,  3 
 750 €  /  Monthly  ," Lisboa -   Odivelas, Póvoa de Santo Adrião e Olival Basto  ",Condo/Apartment,  89 m2 ,  2 ,  3 
 1 450 €  /  Monthly  ," Lisboa -   Lisboa, Areeiro  ",Condo/Apartment,  86 m2 ,  1 ,  2 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Condo/Apartment,  65 m2 ,  1 ,  2 
 600 €  /  Monthly  ," Lisboa -   Cascais, São Domingos de Rana  ",Store,  69 m2 ,  1 ,  -- 
 1 800 €  /  Monthly  ," Lisboa -   Lisboa, Santa Clara  ",Condo/Apartment,  102 m2 ,  2 ,  3 
 4 000 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  210 m2 ,  3 ,  4 
 3 000 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",House,  150 m2 ,  3 ,  3 
 1 000 €  /  Monthly  ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  98 m2 ,  2 ,  2 
 900 €  /  Monthly  ," Lisboa -   Oeiras, Carnaxide e Queijas  ",Store,  58 m2 ,  2 ,  -- 
 1 800 €  /  Monthly  ," Lisboa -   Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)  ",Condo/Apartment,  126 m2 ,  2 ,  2 
 1 000 €  /  Monthly  ," Lisboa -   Amadora, Águas Livres  ",Condo/Apartment,  91 m2 ,  0 ,  3 
 950 €  /  Monthly  ," Lisboa -   Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo  ",Store,  142 m2 ,  0 ,  -- 
 3 700 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Condo/Apartment,  170 m2 ,  3 ,  4 
 1 650 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  84 m2 ,  2 ,  1 
 850 €  /  Monthly  ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Condo/Apartment,  75 m2 ,  1 ,  2 
 1 500 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  105 m2 ,  2 ,  3 
 900 €  /  Monthly  ," Lisboa -   Amadora, Águas Livres  ",Condo/Apartment,  73 m2 ,  0 ,  2 
 1 300 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  79 m2 ,  1 ,  1 
 1 250 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  75 m2 ,  1 ,  2 
 2 500 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  158 m2 ,  3 ,  3 
 1 300 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  66 m2 ,  2 ,  2 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Areeiro  ",Store,  240 m2 ,  0 ,  0 
 4 000 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  160 m2 ,  4 ,  4 
 700 €  /  Monthly  ," Lisboa -   Amadora, Encosta do Sol  ",Condo/Apartment,  69 m2 ,  1 ,  2 
 6 500 €  /  Monthly  ," Lisboa -   Lisboa, Campo de Ourique  ",Condo/Apartment,  215 m2 ,  4 ,  3 
 1 950 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  121 m2 ,  2 ,  3 
 1 500 €  /  Monthly  ," Lisboa -   Sintra, Agualva e Mira-Sintra  ",Store,  409 m2 ,  0 ,  -- 
 900 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Condo/Apartment,  67 m2 ,  1 ,  1 
 3 000 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  138 m2 ,  3 ,  3 
 1 600 €  /  Monthly  ," Lisboa -   Lisboa, Ajuda  ",Condo/Apartment,  78 m2 ,  1 ,  2 
 2 000 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Condo/Apartment,  104 m2 ,  2 ,  3 
 1 500 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Store,  50 m2 ,  1 ,  -- 
 1 250 €  /  Monthly  ," Lisboa -   Amadora, Encosta do Sol  ",Condo/Apartment,  106 m2 ,  2 ,  3 
 3 300 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  179 m2 ,  3 ,  2 
 1 300 €  /  Monthly  ," Lisboa -   Sintra, Agualva e Mira-Sintra  ",Condo/Apartment,  83 m2 ,  2 ,  3 
 3 100 €  /  Monthly  ," Lisboa -   Lisboa, Carnide  ",Business Office,  169 m2 ,  2 ,  -- 
 1 900 €  /  Monthly  ," Lisboa -   Cascais, São Domingos de Rana  ",Condo/Apartment,  139 m2 ,  2 ,  3 
 1 900 €  /  Monthly  ," Lisboa -   Cascais, São Domingos de Rana  ",Condo/Apartment,  139 m2 ,  2 ,  3 
 1 300 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  110 m2 ,  1 ,  2 
 4 000 €  /  Monthly  ," Lisboa -   Lisboa, Alvalade  ",Business Office,  215 m2 ,  0 ,  -- 
 4 900 €  /  Monthly  ," Lisboa -   Loures, Sacavém e Prior Velho  ",Store,  539 m2 ,  0 ,  -- 
 1 700 €  /  Monthly  ," Lisboa -   Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo  ",Duplex,  124 m2 ,  3 ,  2 
 2 350 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Condo/Apartment,  112 m2 ,  2 ,  2 
 700 €  /  Monthly  ," Lisboa -   Lourinhã, Lourinhã e Atalaia  ",Condo/Apartment,  120 m2 ,  2 ,  3 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Alvalade  ",Condo/Apartment,  65 m2 ,  1 ,  2 
 1 700 €  /  Monthly  ," Lisboa -   Lisboa, Alvalade  ",Condo/Apartment,  95 m2 ,  2 ,  2 
 1 600 €  /  Monthly  ," Lisboa -   Lisboa, Carnide  ",Condo/Apartment,  91 m2 ,  2 ,  2 
 900 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Store,  50 m2 ,  1 ,  -- 
 900 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",Condo/Apartment,  73 m2 ,  1 ,  1 
 4 500 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  163 m2 ,  3 ,  2 
 980 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Condo/Apartment,  46 m2 ,  1 ,  1 
